CoDIGO PERSONA;EMPRESA;EDAD;SEXO;SEGMENTO;SEGMENTO_PERSONAL;NACIONAL/ EXTRANJERO;AGRUPADOR;MES DE INICIO;TOTAL HORAS POR PERSONA;CAPACITACION_DE_PAGA;HORAS POR CURSO;CAPACIDAD;MODALIDAD;INVERSION PERCAPITA (US$);DOCENTE/INSTITUCIoN;ASISTENCIA
6526146;Rimac Seguros y Reasegrs;29;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina;ASISTIO
6532252;Rimac Seguros y Reasegrs;30;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina;ASISTIO
6537845;Rimac Seguros y Reasegrs;30;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina;ASISTIO
6542371;Rimac Seguros y Reasegrs;34;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina;ASISTIO
6532673;Rimac Seguros y Reasegrs;28;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina;ASISTIO
6536823;Rimac Seguros y Reasegrs;29;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina;ASISTIO
6518057;Rimac Seguros y Reasegrs;38;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;8;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6541624;Rimac Seguros y Reasegrs;26;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6504093;Rimac Seguros y Reasegrs;43;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6540304;Rimac S.A. EPS;33;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6503306;Rimac Seguros y Reasegrs;42;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6502786;Rimac Seguros y Reasegrs;40;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6538059;Rimac S.A. EPS;29;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6524488;Rimac Seguros y Reasegrs;31;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6542222;Rimac Seguros y Reasegrs;29;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6500739;Rimac Seguros y Reasegrs;40;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6541062;Rimac Seguros y Reasegrs;24;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6511293;Rimac Seguros y Reasegrs;29;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6540709;Rimac Seguros y Reasegrs;34;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6521256;Rimac Seguros y Reasegrs;29;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6540767;Rimac Seguros y Reasegrs;22;Masculino;Practicante;PRACTICANTE;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6502030;Rimac Seguros y Reasegrs;49;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6525888;Rimac Seguros y Reasegrs;31;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6532802;Rimac Seguros y Reasegrs;31;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6500366;Rimac Seguros y Reasegrs;51;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6502411;Rimac Seguros y Reasegrs;41;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6520410;Rimac Seguros y Reasegrs;31;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6539177;Rimac Seguros y Reasegrs;37;Masculino;Empleado FFVV;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6539424;Rimac Seguros y Reasegrs;27;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6536810;Rimac Seguros y Reasegrs;26;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6542371;Rimac Seguros y Reasegrs;34;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6542384;Rimac Seguros y Reasegrs;26;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6501555;Rimac Seguros y Reasegrs;43;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6540493;Rimac Seguros y Reasegrs;26;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;ASISTIO
6514861;Rimac S.A. EPS;42;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;FALTO
6540555;Rimac Seguros y Reasegrs;36;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;FALTO
6540240;Rimac Seguros y Reasegrs;39;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;FALTO
6542374;Rimac Seguros y Reasegrs;23;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;FALTO
6539206;Rimac S.A. EPS;34;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;FALTO
6539474;Rimac Seguros y Reasegrs;30;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;FALTO
6538031;Rimac Seguros y Reasegrs;32;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;FALTO
6538384;Rimac Seguros y Reasegrs;37;Masculino;Sub-Gerente;GERENCIAL;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;FALTO
6517743;Rimac Seguros y Reasegrs;30;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;FALTO
6506498;Rimac Seguros y Reasegrs;34;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;FALTO
6540097;Rimac Seguros y Reasegrs;30;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;FALTO
6521920;Rimac Seguros y Reasegrs;35;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;FALTO
6502529;Rimac Seguros y Reasegrs;37;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;FALTO
6540524;Rimac Seguros y Reasegrs;28;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;FALTO
6542335;Rimac Seguros y Reasegrs;26;Femenino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;FALTO
6537843;Rimac Seguros y Reasegrs;32;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;FALTO
6540578;Rimac Seguros y Reasegrs;24;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;FALTO
6502315;Rimac Seguros y Reasegrs;32;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;FALTO
6540921;Rimac Seguros y Reasegrs;27;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;FALTO
6531219;Rimac S.A. EPS;28;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;FALTO
6500394;Rimac Seguros y Reasegrs;45;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;FALTO
6533931;Rimac Seguros y Reasegrs;30;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;AGILE;VIRTUAL;150;Laboratoria;FALTO
6517730;Rimac Seguros y Reasegrs;28;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;8;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6506073;Rimac Seguros y Reasegrs;35;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6537818;Rimac Seguros y Reasegrs;35;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6500197;Rimac Seguros y Reasegrs;51;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6504941;Rimac S.A. EPS;34;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6504624;Rimac S.A. EPS;43;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6542451;Rimac Seguros y Reasegrs;29;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6501060;Rimac Seguros y Reasegrs;43;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6531028;Rimac Seguros y Reasegrs;47;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6542198;Rimac Seguros y Reasegrs;38;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6501986;Rimac Seguros y Reasegrs;39;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6500241;Rimac Seguros y Reasegrs;44;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6508822;Rimac Seguros y Reasegrs;38;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6500651;Rimac Seguros y Reasegrs;53;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6500310;Rimac Seguros y Reasegrs;50;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6502907;Rimac Seguros y Reasegrs;49;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6501499;Rimac Seguros y Reasegrs;38;Masculino;Empleado FFVV;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6501507;Rimac Seguros y Reasegrs;39;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6507101;Rimac Seguros y Reasegrs;35;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6528282;Rimac Seguros y Reasegrs;27;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;FALTO
6539763;Rimac S.A. EPS;36;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;FALTO
6515741;Rimac Seguros y Reasegrs;54;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;FALTO
6502645;Rimac Seguros y Reasegrs;36;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;FALTO
6500116;Rimac Seguros y Reasegrs;58;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;FALTO
6502391;Rimac Seguros y Reasegrs;31;Femenino;Empleado FFVV;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;FALTO
6504491;Rimac S.A. EPS;40;Femenino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;11;8;1;8;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6503723;Rimac Seguros y Reasegrs;35;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6502108;Rimac Seguros y Reasegrs;55;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6508261;Rimac Seguros y Reasegrs;39;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6501842;Rimac Seguros y Reasegrs;37;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6500796;Rimac Seguros y Reasegrs;32;Femenino;Empleado FFVV;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6500490;Rimac Seguros y Reasegrs;40;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6500165;Rimac Seguros y Reasegrs;51;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6502200;Rimac Seguros y Reasegrs;43;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6521241;Rimac Seguros y Reasegrs;32;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6542428;Rimac Seguros y Reasegrs;24;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6540262;Rimac Seguros y Reasegrs;26;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6500433;Rimac Seguros y Reasegrs;43;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6521266;Rimac Seguros y Reasegrs;28;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6521588;Rimac Seguros y Reasegrs;32;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6504699;Rimac S.A. EPS;51;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6504470;Rimac S.A. EPS;51;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6501652;Rimac Seguros y Reasegrs;36;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;ASISTIO
6504676;Rimac S.A. EPS;48;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;FALTO
6500943;Rimac Seguros y Reasegrs;37;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;FALTO
6542357;Rimac Seguros y Reasegrs;26;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;FALTO
6512636;Rimac S.A. EPS;37;Femenino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;FALTO
6507073;Rimac Seguros y Reasegrs;32;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;FALTO
6531332;Rimac Seguros y Reasegrs;33;Masculino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;FALTO
6542202;Rimac Seguros y Reasegrs;27;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;11;8;1;0;DATA ANALYTICS;VIRTUAL;59;APORTA;FALTO
6540377;Rimac Seguros y Reasegrs;25;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;6;8.5;1;8.5;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6539441;Rimac Seguros y Reasegrs;26;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;6;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6540117;Rimac Seguros y Reasegrs;31;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;6;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6541295;Rimac Seguros y Reasegrs;23;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;6;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6541637;Rimac Seguros y Reasegrs;38;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;6;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6540711;Rimac Seguros y Reasegrs;34;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;6;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6541558;Rimac Seguros y Reasegrs;32;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;6;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6533793;Rimac Seguros y Reasegrs;31;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;6;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6537857;Rimac Seguros y Reasegrs;24;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;6;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6540266;Rimac Seguros y Reasegrs;29;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;6;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6532393;Rimac Seguros y Reasegrs;29;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;6;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6529544;Rimac Seguros y Reasegrs;32;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;6;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6502786;Rimac Seguros y Reasegrs;39;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;6;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6540549;Rimac Seguros y Reasegrs;24;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;6;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6540743;Rimac Seguros y Reasegrs;24;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;6;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6540758;Rimac Seguros y Reasegrs;23;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;6;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6532678;Rimac Seguros y Reasegrs;24;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;6;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6541423;Rimac Seguros y Reasegrs;23;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;6;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6539460;Rimac Seguros y Reasegrs;30;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;6;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6536833;Rimac Seguros y Reasegrs;26;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;6;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6531006;Rimac Seguros y Reasegrs;30;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;6;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6532657;Rimac Seguros y Reasegrs;30;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;6;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6539206;Rimac S.A. EPS;33;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;6;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6541248;Rimac Seguros y Reasegrs;34;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;6;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6539437;Rimac Seguros y Reasegrs;22;Femenino;Practicante;PRACTICANTE;NACIONAL;LEARNING;6;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6541062;Rimac Seguros y Reasegrs;24;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;8.5;1;8.5;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6538885;Rimac Seguros y Reasegrs;31;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6536322;Rimac Seguros y Reasegrs;27;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6502315;Rimac Seguros y Reasegrs;32;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6501656;Rimac Seguros y Reasegrs;40;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6502914;Rimac Seguros y Reasegrs;39;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;FALTO
6521239;Rimac Seguros y Reasegrs;34;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6539492;Rimac Seguros y Reasegrs;29;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6514270;Rimac S.A. EPS;32;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6542254;Rimac Seguros y Reasegrs;26;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
6541286;Rimac Seguros y Reasegrs;26;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;8.5;1;0;INNOVACION;VIRTUAL;20;Colectivo23;ASISTIO
