CoDIGO PERSONA;EMPRESA;EDAD;SEXO;"ACTIVO/ CESADO 
(Data 07/12)";SEGMENTO;SEGMENTO_PERSONAL;CATEGORiA_PERSONAL;POSICION;UO3;UO2;NACIONAL/ EXTRANJERO;AGRUPADOR;EVENTO DE APRENDIZAJE;FECHA DE INICIO;FECHA DE TeRMINO;MES DE INICIO;TOTAL HORAS POR PERSONA;CAPACITACION_DE_PAGA;HORAS POR CURSO;CAPACIDAD;MODALIDAD;INVERSION PERCAPITA (US$);DOCENTE/INSTITUCIoN;ASISTENCIA
6542210;Rimac Seguros y Reasegrs;42;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;ARQUITECTO DE SOLUCION;ARQUITECTURA TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Otros;30/06/2020;20/07/2020;6;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6520396;Rimac Seguros y Reasegrs;53;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;TECNICO DE CALIDAD;SINIESTROS VEHICULARES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Otros;30/06/2020;20/07/2020;6;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6540577;Rimac Seguros y Reasegrs;25;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE SOSTENIBILIDAD;SOSTENIBILIDAD;DIVISION LEGAL Y REGULACION;NACIONAL;LEARNING;Otros;30/06/2020;20/07/2020;6;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6507876;Rimac Seguros y Reasegrs;42;Masculino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION VIRTUAL;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;12;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6541610;Rimac Seguros y Reasegrs;24;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;UX DESIGNER;COE DIGITAL DESIGN;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6502173;Rimac Seguros y Reasegrs;29;Femenino;ACTIVO;Empleado FFVV;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO SOPORTE Y MANTENIMIENTO;TRIBU VIDA;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6518057;Rimac Seguros y Reasegrs;38;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA ASEGURAMIENTO DE CALIDAD;DESARROLLO TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6532260;Rimac Seguros y Reasegrs;26;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA COMERCIAL;P&C;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6539460;Rimac Seguros y Reasegrs;30;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE DE PRODUCTO;TRIBU GESTION DE CLIENTES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6540314;Rimac Seguros y Reasegrs;30;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;AUDITOR SR;AUDITORIA DE PROCESOS;AUDITORIA INTERNA;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6503577;Rimac Seguros y Reasegrs;31;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;GESTOR PLAN ESTRATEGICO Y CTRL GESTION;FINANZAS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6533932;Rimac Seguros y Reasegrs;30;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;PRODUCT OWNER;TRIBU DIGITAL;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6539487;Rimac Seguros y Reasegrs;26;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;CAJERO DE FINANZAS;ADMINISTRACION Y CONTROL DE RIESGOS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6541030;Rimac Seguros y Reasegrs;34;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;ARQUITECTO DE SOLUCION;ARQUITECTURA TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6540539;Rimac Seguros y Reasegrs;34;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;SR SERVICE DESIGNER;COE SERVICE DESIGN;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6526955;Rimac Seguros y Reasegrs;34;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE RESULTADOS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6539478;Rimac Seguros y Reasegrs;25;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;DATA SCIENTIST SR;COE ADVANCED ANALYTICS;INTELIGENCIA ARTIFICIAL Y DATA;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6540741;Rimac Seguros y Reasegrs;28;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO SERVICIO VEHICULOS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6525018;Rimac Seguros y Reasegrs;29;Masculino;ACTIVO;Sub-Gerente;GERENCIAL;SGTE;TRADER SR;MESA DE NEGOCIACION;DIVISION INVERSIONES;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6539437;Rimac Seguros y Reasegrs;22;Femenino;CESADO;Practicante;PRACTICANTE;PRACTICANTE;PRACTICANTE;SELECCION;DIVISION GESTION Y DESARROLLO HUMANO;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6537857;Rimac Seguros y Reasegrs;25;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA PROYECTOS Y GESTION DE INFORMAC;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6527284;Rimac Seguros y Reasegrs;36;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO ANALISIS DE COBERTURAS VEH;SINIESTROS VEHICULARES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;FALTO
6500892;Rimac Seguros y Reasegrs;40;Femenino;CESADO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA SR CONTROL DE GESTION;TRIBU EMPRESAS;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6536830;Rimac Seguros y Reasegrs;26;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO DE OPERACIONES;EMISION;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6502149;Rimac Seguros y Reasegrs;42;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA SR DE DATA;TRIBU DATA;INTELIGENCIA ARTIFICIAL Y DATA;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6540116;Rimac Seguros y Reasegrs;31;Femenino;CESADO;Empleado;ADMINISTRATIVOS;COLABORADOR;JEFE DE SELECCION;SELECCION;DIVISION GESTION Y DESARROLLO HUMANO;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6505489;Rimac Seguros y Reasegrs;42;Masculino;CESADO;Empleado;ADMINISTRATIVOS;COLABORADOR;COORDINADOR DE CAJA;ADMINISTRACION Y CONTROL DE RIESGOS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6532657;Rimac Seguros y Reasegrs;30;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;PRODUCT OWNER;TRIBU DIGITAL;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;LEARNING;Otros;4/08/2020;25/08/2020;8;12;1;0;INNOVACION;VIRTUAL;152;Lean Startup;ASISTIO
6542388;Rimac Seguros y Reasegrs;27;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;UX DESIGNER;COE DIGITAL DESIGN;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;12;AGILE;VIRTUAL;0;UTEC;ASISTIO
6504974;Rimac S.A. EPS;39;Femenino;CESADO;Empleado;ADMINISTRATIVOS;COLABORADOR;ASESOR TECNICO SR EN PREVENCION DE RRLL;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;ASISTIO
6524384;Rimac Seguros y Reasegrs;32;Masculino;CESADO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO PROYECTOS SELF SERVICE;EMISION;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;ASISTIO
6526945;Rimac Seguros y Reasegrs;32;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA OPERACIONES DE COMPRAS;ADMINISTRACION Y CONTROL DE RIESGOS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;ASISTIO
6526146;Rimac Seguros y Reasegrs;29;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO COMERCIAL;NEGOCIOS INTERNACIONALES;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;ASISTIO
6500553;Rimac Seguros y Reasegrs;43;Masculino;CESADO;Sub-Gerente;GERENCIAL;SGTE;SUBGERENTE COMERCIAL;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;FALTO
6532410;Rimac Seguros y Reasegrs;35;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA SR TRANSFORMACION Y PROYECTOS;TRIBU TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;ASISTIO
6525920;Rimac Seguros y Reasegrs;27;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO PROYECTOS SELF SERVICE;EMISION;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;ASISTIO
6537983;Rimac Seguros y Reasegrs;28;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ASISTENTE CONTROL DE GESTION;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;ASISTIO
6500638;Rimac Seguros y Reasegrs;36;Masculino;ACTIVO;Sub-Gerente;GERENCIAL;SGTE;SUBGERENTE DE FINANZAS;FINANZAS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;ASISTIO
6540712;Rimac Seguros y Reasegrs;31;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;SUPERVISOR PUNTOS DE VENTA;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;ASISTIO
6541068;Rimac Seguros y Reasegrs;36;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ASISTENTE ADMINISTRACION ACCESOS;SEGURIDAD DE LA INFORMACION;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;ASISTIO
6540540;Rimac Seguros y Reasegrs;32;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;SCRUM MASTER;CENTRO EXCELENCIA AGIL;TRANSFORMACION AGIL;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;ASISTIO
6542407;Rimac Seguros y Reasegrs;25;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;GROWTH HACKER;TRIBU DIGITAL;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;ASISTIO
6533311;Rimac Seguros y Reasegrs;32;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;AUDITOR INTERNO;AUDITORIA DE PROCESOS;AUDITORIA INTERNA;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;ASISTIO
6542320;Rimac Seguros y Reasegrs;30;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;COORDINADOR DE SELECCION;SELECCION;DIVISION GESTION Y DESARROLLO HUMANO;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;ASISTIO
6540755;Rimac Seguros y Reasegrs;30;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA SR RELACIONES LABORALES;RELACIONES LABORALES;DIVISION GESTION Y DESARROLLO HUMANO;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;ASISTIO
6514313;Rimac Seguros y Reasegrs;32;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;GROWTH HACKER;TRIBU DIGITAL;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;ASISTIO
6540911;Rimac Seguros y Reasegrs;33;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;SCRUM MASTER;CENTRO EXCELENCIA AGIL;TRANSFORMACION AGIL;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;ASISTIO
6501584;Rimac Seguros y Reasegrs;36;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;EJECUTIVO DE SERVICIO;EMISION;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;FALTO
6501399;Rimac Seguros y Reasegrs;41;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ABOGADO DE RECUPEROS;ASESORIA JURIDICA CONTENCIOSA;DIVISION LEGAL Y REGULACION;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;ASISTIO
6502707;Rimac Seguros y Reasegrs;37;Masculino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVOS FRONT;SUPERVISOR DE VENTAS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;FALTO
6533315;Rimac Seguros y Reasegrs;31;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;SUPERVISOR PUNTOS DE VENTA;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;ASISTIO
6532643;Rimac Seguros y Reasegrs;28;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;PROMOTOR SR PUNTOS DE VENTA;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;FALTO
6502777;Rimac Seguros y Reasegrs;42;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;SENIOR PROCESS DESIGNER;COE SERVICE DESIGN;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;ASISTIO
6533360;Rimac Seguros y Reasegrs;26;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE APRENDIZAJE;DESARROLLO Y APRENDIZAJE;DIVISION GESTION Y DESARROLLO HUMANO;NACIONAL;LEARNING;Otros;3/08/2020;31/08/2020;8;12;1;0;AGILE;VIRTUAL;0;UTEC;ASISTIO
6538042;Rimac Seguros y Reasegrs;26;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE PRODUCTO;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Otros;7/09/2020;28/09/2020;9;12;1;12;NEGOCIO;VIRTUAL;0;La Neurona Reina - David Laurent y Renan Talavera;ASISTIO
6502544;Rimac Seguros y Reasegrs;33;Femenino;CESADO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO DE OPERACIONES;TRIBU VIDA;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Otros;7/09/2020;28/09/2020;9;12;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina - David Laurent y Renan Talavera;FALTO
6502123;Rimac Seguros y Reasegrs;32;Masculino;CESADO;Jefe;ADMINISTRATIVOS;JEFE;SCRUM MASTER;CENTRO EXCELENCIA AGIL;TRANSFORMACION AGIL;NACIONAL;LEARNING;Otros;7/09/2020;28/09/2020;9;12;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina - David Laurent y Renan Talavera;ASISTIO
6539461;Rimac Seguros y Reasegrs;28;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE PRODUCTO;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Otros;7/09/2020;28/09/2020;9;12;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina - David Laurent y Renan Talavera;ASISTIO
6540314;Rimac Seguros y Reasegrs;30;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;AUDITOR SR;AUDITORIA DE PROCESOS;AUDITORIA INTERNA;NACIONAL;LEARNING;Otros;7/09/2020;28/09/2020;9;12;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina - David Laurent y Renan Talavera;ASISTIO
6540488;Rimac Seguros y Reasegrs;28;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA CONTROL DE GESTION;TRIBU EMPRESAS;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Otros;7/09/2020;28/09/2020;9;12;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina - David Laurent y Renan Talavera;ASISTIO
6532410;Rimac Seguros y Reasegrs;35;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA SR TRANSFORMACION Y PROYECTOS;TRIBU TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Otros;7/09/2020;28/09/2020;9;12;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina - David Laurent y Renan Talavera;ASISTIO
6533087;Rimac Seguros y Reasegrs;28;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;AUXILIAR ADMINISTRATIVO;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Otros;7/09/2020;28/09/2020;9;12;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina - David Laurent y Renan Talavera;ASISTIO
6539447;Rimac Seguros y Reasegrs;25;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;DATA SCIENTIST;COE ADVANCED ANALYTICS;INTELIGENCIA ARTIFICIAL Y DATA;NACIONAL;LEARNING;Otros;7/09/2020;28/09/2020;9;12;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina - David Laurent y Renan Talavera;ASISTIO
6532802;Rimac Seguros y Reasegrs;31;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA CONTROL DE GESTION;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Otros;7/09/2020;28/09/2020;9;12;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina - David Laurent y Renan Talavera;ASISTIO
6502623;Rimac Seguros y Reasegrs;34;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;ARQUITECTO DE SOLUCION;ARQUITECTURA TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Otros;7/09/2020;28/09/2020;9;12;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina - David Laurent y Renan Talavera;ASISTIO
6533356;Rimac Seguros y Reasegrs;30;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;JEFE GESTION DE CHURN;TRIBU GESTION DE CLIENTES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Otros;7/09/2020;28/09/2020;9;12;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina - David Laurent y Renan Talavera;ASISTIO
6541557;Rimac Seguros y Reasegrs;33;Masculino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE BACK EMERGENCIA;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Otros;7/09/2020;28/09/2020;9;12;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina - David Laurent y Renan Talavera;ASISTIO
6500347;Rimac Seguros y Reasegrs;43;Femenino;ACTIVO;Sub-Gerente;GERENCIAL;SGTE;SUBGERENTE COMERCIAL;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Otros;7/09/2020;28/09/2020;9;12;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina - David Laurent y Renan Talavera;ASISTIO
6542198;Rimac Seguros y Reasegrs;38;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;BUSINESS RELATIONSHIP MANAGER;DESARROLLO TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Otros;7/09/2020;28/09/2020;9;12;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina - David Laurent y Renan Talavera;ASISTIO
6542374;Rimac Seguros y Reasegrs;23;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;UX DESIGNER;COE DIGITAL DESIGN;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;LEARNING;Otros;7/09/2020;28/09/2020;9;12;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina - David Laurent y Renan Talavera;ASISTIO
6501833;Rimac Seguros y Reasegrs;31;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA SR RECONOCIMIENTO Y CAMPAÑAS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Otros;7/09/2020;28/09/2020;9;12;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina - David Laurent y Renan Talavera;ASISTIO
6502786;Rimac Seguros y Reasegrs;40;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ESPECIALISTA DE PROYECTOS TI;DESARROLLO TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Otros;7/09/2020;28/09/2020;9;12;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina - David Laurent y Renan Talavera;ASISTIO
6539799;Rimac S.A. EPS;34;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ASESOR TECNICO EN PREVENCION DE RRLL;SALUD;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Otros;7/09/2020;28/09/2020;9;12;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina - David Laurent y Renan Talavera;ASISTIO
6501317;Rimac Seguros y Reasegrs;32;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;GROWTH HACKER;PROYECTO PAKTA;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;LEARNING;Otros;7/09/2020;28/09/2020;9;12;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina - David Laurent y Renan Talavera;ASISTIO
6526146;Rimac Seguros y Reasegrs;29;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO COMERCIAL;NEGOCIOS INTERNACIONALES;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Otros;7/09/2020;28/09/2020;9;12;1;0;NEGOCIO;VIRTUAL;0;La Neurona Reina - David Laurent y Renan Talavera;ASISTIO
